Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20190207,PV,CULTURAL INSTITUTIONS,PV 0101,RECONSTRUCTION AND IMPROVEMENTS TO THE MUSEUM OF JEWISH HERITAGE,C,2020,0,0,0,"4,000"
20190207,PV,CULTURAL INSTITUTIONS,PV 0175,"STATEN ISLAND ZOOLOGICAL SOCIETY, IMPROVEMENTS",C,2020,0,0,0,"308,905"
20190207,PV,CULTURAL INSTITUTIONS,PV 0176,"NEW YORK ZOOLOGICAL SOCIETY, IMPROVEMENTS",C,2020,0,0,0,"198,151"
20190207,PV,CULTURAL INSTITUTIONS,PV 0230,"NEW YORK AQUARIUM, IMPROVEMENTS",F,2020,0,0,"81,000,000",0
20190207,PV,CULTURAL INSTITUTIONS,PV 0272,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",C,2020,0,0,"1,020,626",0
20190207,PV,CULTURAL INSTITUTIONS,PV 0274,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",C,2020,0,0,"1,027,777",0
20190207,PV,CULTURAL INSTITUTIONS,PV 0291,"QUEENS MUSEUM OF ART, IMPROVEMENTS",C,2020,0,0,364,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0302,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",C,2020,0,"654,942",0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0464,WAVE HILL ENVIRONMENTAL CENTER IMPROVEMENTS,C,2020,0,0,"239,120",0
20190207,PV,CULTURAL INSTITUTIONS,PV 0467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2020,0,0,"35,207,390","10,900,000"
20190207,PV,CULTURAL INSTITUTIONS,PV 0471,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",C,2020,0,"180,000",0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0477,"STATEN ISLAND CHILDREN'S MUSEUM, IMPROVEMENTS",C,2020,0,234,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0490,"SNUG HARBOR, IMPROVEMENTS",S,2020,"200,000",0,"800,000",0
20190207,PV,CULTURAL INSTITUTIONS,PV 0501,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",C,2020,0,0,0,"106,000"
20190207,PV,CULTURAL INSTITUTIONS,PV 0502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",C,2020,0,0,"219,828","17,000"
20190207,PV,CULTURAL INSTITUTIONS,PV 0788,THE 122 COMMUNITY CENTER INC.,C,2020,"171,837",0,"58,000",0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N01L,UNIVERSAL HIP HOP MUSEUM,C,2020,0,"4,000,000",0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N072,BROOKLYN HISTORICAL SOCIETY,C,2020,0,"65,659",0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N124,"DANCEWAVE, INC",C,2020,0,"70,511",0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N161,FOURTH ARTS BLOCK,C,2020,"6,580",0,"6,000",0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N196,IRISH REPERTORY THEATRE,C,2020,"4,240",0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N219,MANHATTAN CLASS COMPANY INC.,C,2020,"241,976",0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N320,ORCHESTRA OF ST. LUKES,C,2020,0,0,"42,406",0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N463,ABC NO RIO,C,2020,"65,493",0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N463,ABC NO RIO,P,2020,243,0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N677,BRONX RIVER ART CENTER,C,2020,"1,979",0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N789,"TOWN HALL FOUNDATION, INC.",C,2020,0,0,"1,000",0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N860,JACQUES MARCHAIS MUSEUM OF TIBETAN ART,C,2020,0,"63,000",0,0
20190207,PV,CULTURAL INSTITUTIONS,PV 0N954,NOBLE MARITIME COLLECTION,C,2020,0,"156,000",0,0
20190207,PV,CULTURAL INSTITUTIONS,PV K262,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",C,2020,0,"25,129",0,0
20190207,PV,CULTURAL INSTITUTIONS,PV KN028,ISSUE PROJECT ROOM,C,2020,"1,049",0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV KN053,BILLIE HOLIDAY THEATER,C,2020,0,471,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV KN072,BROOKLYN HISTORICAL SOCIETY,C,2020,0,0,417,0
20190207,PV,CULTURAL INSTITUTIONS,PV KN767,"ROOFTOP FILMS, INC",C,2020,0,0,0,101
20190207,PV,CULTURAL INSTITUTIONS,PV MN122,"DANCE THEATER OF HARLEM, INC.",C,2020,417,0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV MN255,MANHATTAN NEIGHBORHOOD NETWORK FIREHOUSE,C,2020,0,0,0,250
20190207,PV,CULTURAL INSTITUTIONS,PV MN329,"PLAYWRIGHTS HORIZONS, INC.",C,2020,0,0,143,0
20190207,PV,CULTURAL INSTITUTIONS,PV MN409,SYMPHONY SPACE,C,2020,0,0,225,0
20190207,PV,CULTURAL INSTITUTIONS,PV MN421,CHILDREN'S MUSEUM OF THE ARTS,C,2020,0,0,0,227
20190207,PV,CULTURAL INSTITUTIONS,PV MN454,WNYC NEW YORK PUBLIC RADIO,C,2020,0,0,0,483
20190207,PV,CULTURAL INSTITUTIONS,PV MN461,YORK THEATER,C,2020,0,0,0,258
20190207,PV,CULTURAL INSTITUTIONS,PV MN772,HOME FOR CONTEMPORARY THEATRE & ART,C,2020,"2,829",0,"38,000",0
20190207,PV,CULTURAL INSTITUTIONS,PV MN831,"GINA GIBNEY DANCE, INC.",C,2020,0,0,0,79
20190207,PV,CULTURAL INSTITUTIONS,PV Q040,FLUSHING TOWN HALL,C,2020,0,0,0,195
20190207,PV,CULTURAL INSTITUTIONS,PV Q050,"MUSEUM OF THE MOVING IMAGE, THE AMERICAN",C,2020,0,0,0,841
20190207,PV,CULTURAL INSTITUTIONS,PV Q274,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",C,2020,0,"588,600",0,0
20190207,PV,CULTURAL INSTITUTIONS,PV Q466,QUEENS THEATER IN THE PARK IMPROVEMENTS,C,2020,0,0,0,446
20190207,PV,CULTURAL INSTITUTIONS,PV Q502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",C,2020,0,0,600,0
20190207,PV,CULTURAL INSTITUTIONS,PV QN373,SCULPTURE CENTER,C,2020,0,0,"1,228",0
20190207,PV,CULTURAL INSTITUTIONS,PV QN413,THEATER ET AL INC. D/B/A THE CHOCOLATE FACTORY,C,2020,0,0,0,396
20190207,PV,CULTURAL INSTITUTIONS,PV R175,"STATEN ISLAND ZOOLOGICAL SOCIETY, ALTERATIONS",C,2020,"32,495",0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV R302,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",C,2020,270,0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV R341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",C,2020,950,0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV RN406,CASA BELVEDERE,C,2020,116,0,0,0
20190207,PV,CULTURAL INSTITUTIONS,PV XN448,BRONXNET,C,2020,"8,903",0,"19,000",0
20190207,PV,CULTURAL INSTITUTIONS,PV XN678,BRONX COUNCIL ON THE ARTS,C,2020,816,0,0,0
20190207,PW,PUBLIC BUILDINGS,PW 0077,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",C,2020,"13,067,410","52,013,000","150,899,000","20,462,000"
20190207,PW,PUBLIC BUILDINGS,PW 0080,"2 LAFAYETTE STREET, MANHATTAN",C,2020,"835,000",0,"12,095,000",0
20190207,PW,PUBLIC BUILDINGS,PW 0195,"RECONSTRUCTION OF 80 CENTRE STREET, MANHATTAN",C,2020,0,0,0,"2,704,860"
20190207,PW,PUBLIC BUILDINGS,PW 0266,"125 WORTH STREET, MANHATTAN",C,2020,0,0,0,"697,331"
20190207,PW,PUBLIC BUILDINGS,PW 0282,"ADA COMPLIANCE, CITYWIDE",C,2020,0,0,"12,209,529","3,265,000"
20190207,PW,PUBLIC BUILDINGS,PW 0293,"LOCAL LAW 5 IMPROVEMENTS, CITYWIDE",C,2020,"11,437,672","23,938,000","113,387,000","14,359,000"
20190207,PW,PUBLIC BUILDINGS,PW 0308,PURCHASE OF EQUIPMENT FOR CITY PURPOSES,C,2020,"3,782,349","508,000","516,000","275,000"
20190207,PW,PUBLIC BUILDINGS,PW 0316,"280 BROADWAY, MANHATTAN",C,2020,0,"627,454",0,"3,172,000"
20190207,PW,PUBLIC BUILDINGS,PW 0317,"LOCAL LAW 11 IMPROVEMENTS, CITYWIDE",C,2020,0,0,"20,819,337","3,195,000"
20190207,PW,PUBLIC BUILDINGS,PW 0324,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DCAS,C,2020,0,"7,143,368","12,942,000","4,429,000"
20190207,PW,PUBLIC BUILDINGS,PW 0326,"IMPROVEMENTS TO LONG TERM LEASED FACILITIES, CITYWIDE.",C,2020,0,0,"30,299,389","52,704,000"
20190207,PW,PUBLIC BUILDINGS,PW 0335,"ABATEMENT OF UNSAFE CONDITIONS ON CITY PROPERTY, CITYWIDE",C,2020,"1,101,177",0,0,0
20190207,PW,PUBLIC BUILDINGS,PW 0348,VAPOR CONTROL IMPROVEMENTS,C,2020,"78,843,699","45,250,000",0,0
20190207,PW,PUBLIC BUILDINGS,PW 0357,"253 BROADWAY, MANHATTAN",C,2020,"390,337","9,949,000","13,684,000",0
20190207,PW,PUBLIC BUILDINGS,PW KN317,OHEL CHILDREN'S HOME & FAMILY SERVICES,C,2020,200,0,0,0
20190207,PW,PUBLIC BUILDINGS,PW KN941,JEWISH COMMUNITY COUNCIL OF MARINE PARK (JCCMP),C,2020,122,0,0,0
20190207,PW,PUBLIC BUILDINGS,PW MN425,NEW YORK CITY MISSION SOCIETY,C,2020,150,0,0,0
20190207,PW,PUBLIC BUILDINGS,PW QN620,MASPETH TOWN HALL,C,2020,0,838,0,0
20190207,PW,PUBLIC BUILDINGS,PW XN630,MADISON SQUARE BOYS AND GIRLS CLUB,C,2020,301,0,0,0
20190207,PW,PUBLIC BUILDINGS,PW XN725,"BRONXWORKS, INC.",C,2020,351,0,0,0
20190207,RE,REAL PROPERTY,RE 0025,DEVELOPMENT OF CITY OWNED PROPERTY,C,2020,0,"84,496,751","4,300,000","3,945,000"
20190207,S,SANITATION,S  0129,COLLECTION TRUCKS AND EQUIPMENT,C,2020,"155,238,690","192,647,000","176,261,000","165,113,000"
20190207,S,SANITATION,S  0129,COLLECTION TRUCKS AND EQUIPMENT,F,2020,"1,510,369",0,0,0
20190207,S,SANITATION,S  0136,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",C,2020,"288,529,902","61,141,000","178,527,000","55,266,000"
20190207,S,SANITATION,S  0186,"SANITATION GARAGE FOR DISTRICT 3/3A, BROOKLYN",C,2020,"641,657",0,0,0
20190207,S,SANITATION,S  0216,"CONSTRUCTION, RECONSTRUCTION MARINE TRANSFER STATIONS",C,2020,"3,367,602","3,326,000",0,"3,750,000"
20190207,S,SANITATION,S  0219,"CONSTRUCTION, SANITATION GARAGE, DISTICT 1/2/5, MANHATTAN",C,2020,"1,093",0,0,0
20190207,S,SANITATION,S  0222,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DPT. SANITATION,C,2020,0,"3,277,086","3,500,000","3,500,000"
20190207,S,SANITATION,S  0248,"CONS OF SANITATION GARAGE DISTRICTS 9, 10 & 11, THE BRONX",C,2020,"13,885,418",0,0,"239,623,000"
20190207,SE,SEWERS,SE 0001,PROFESSIONAL SERVICES FOR SANITARY AND COMBINED DRAINAGE PLAN PREP.,E,2020,0,0,"180,416,000","199,836,000"
20190207,SE,SEWERS,SE 0002K,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BROOKLYN",C,2020,"83,624",0,0,0
20190207,SE,SEWERS,SE 0002K,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BROOKLYN",E,2020,"49,740,303","33,971,000","48,037,000",0
20190207,SE,SEWERS,SE 0002M,"CONSTR. & RECONSTR. SANITARY & COMBINED SEWERS, MANHATTAN",E,2020,"6,376,583","10,739,000","6,860,000",0
20190207,SE,SEWERS,SE 0002Q,"CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS, QNS.",C,2020,"1,542,999",0,0,0
20190207,SE,SEWERS,SE 0002Q,"CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS, QNS.",E,2020,"129,405,857","220,586,000","37,935,000","19,889,000"
20190207,SE,SEWERS,SE 0002R,"CONST. & RECONST. OF SANITARY & COMBINED SEWERS, STATEN ISLAND",E,2020,"20,148,301","60,630,000","17,954,000",0
20190207,SE,SEWERS,SE 0002X,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BRONX",E,2020,"18,253,955","17,339,000","912,000",0
20190207,SE,SEWERS,SE 0004,HIGH LEVEL STORM SEWERS,C,2020,"6,377,111","14,900,000","5,706,000","8,810,000"
20190207,SE,SEWERS,SE 0004,HIGH LEVEL STORM SEWERS,E,2020,"1,658,000",0,0,0
20190207,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),C,2020,"6,886,285","8,235,000","3,258,000",0
20190207,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),F,2020,0,"1,176,748",0,0
20190207,SE,SEWERS,SE 0200K,"CONSTR. & RECONSTR. STORM SEWERS, BROOKLYN",C,2020,"24,347,845","3,589,000","5,482,000",0
20190207,SE,SEWERS,SE 0200K,"CONSTR. & RECONSTR. STORM SEWERS, BROOKLYN",E,2020,"1,000,000",0,0,0
20190207,SE,SEWERS,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",C,2020,"249,923,216","296,414,000","73,209,000","116,034,000"
20190207,SE,SEWERS,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",E,2020,"250,000","1,272,000",0,0
20190207,SE,SEWERS,SE 0200R,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, STATEN ISLAND",C,2020,"26,765,952","101,363,000","47,560,000",0
20190207,SE,SEWERS,SE 0200R,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, STATEN ISLAND",E,2020,"201,000",0,0,0
20190207,SE,SEWERS,SE 0200X,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, BRONX",C,2020,"12,125,539",0,0,0
20190207,SE,SEWERS,SE 0208,"STORM SEWER IN VICTORY BOULEVARD, ETC.",C,2020,0,0,"4,586,999",0
20190207,SE,SEWERS,SE 0362,"SANITARY SEWERS IN WILLOWBROOK ROAD, ETC.",E,2020,0,0,"2,743,997",0
20190207,SE,SEWERS,SE 0432,"ENGINEERING, ARCH., ADMINIS. & OTHER COSTS ETC., DEPT. OF ENV. PROT.",E,2020,0,0,"7,660,461","7,500,000"
20190207,SE,SEWERS,SE 0740,"CONSTRUCTION OF SANITARY SEWERS IN ROCKLAND AVENUE, STATEN ISLAND",E,2020,0,0,"128,146",0
20190207,SE,SEWERS,SE 0758,"GUNITING OF SEWERS, CITYWIDE",E,2020,"16,301,271","9,000,000",0,0
20190207,SE,SEWERS,SE 0789,"STORM SEWER IN B. 63RD STREET, QUEENS",C,2020,0,0,"3,343,038",0
20190207,SE,SEWERS,SE 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",P,2020,"15,982,581",0,"32,000",0
20190207,SE,SEWERS,SE 1000,"CONSTRUCTION OF SEWER PROJECTS, CITYWIDE",C,2020,"914,581",0,"15,000","31,000"
20190207,SE,SEWERS,SE 1000,"CONSTRUCTION OF SEWER PROJECTS, CITYWIDE",E,2020,0,"40,000",0,0
20190207,SE,SEWERS,SE 9336,"COMBINED SEWER, 80TH STREET",E,2020,0,"12,200,000",0,0
20190207,T,TRANSIT AUTHORITY,T  0005A,IMPROVEMENTS RAPID TRANSIT SYSTEM,C,2020,0,"4,000,000","4,000,000","4,000,000"
20190207,T,TRANSIT AUTHORITY,T  0007A,"NEW VEHICLES, FACILITIES FOR SURFACE AND MABSTOA",C,2020,0,"1,000,000","1,000,000","1,000,000"
20190207,T,TRANSIT AUTHORITY,T  0131,"MISCELLANEOUS RECONSTRUCTION TO LINES UNDER OPERATION, CITY WIDE",C,2020,"46,662,337","35,000,000","35,000,000","35,000,000"
20190207,TD,TRANSPORTATION EQUIPMENT,TD 0018,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF TRANSPORTATION,F,2020,"116,999",0,0,0
20190207,TD,TRANSPORTATION EQUIPMENT,TD 0019,PURCHASE OF COMPUTER EQUIPMENT FOR DOT,C,2020,"2,321,376","10,219,000","10,458,000","6,066,000"
20190207,TF,TRAFFIC,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",C,2020,"77,853,148","24,480,000","48,200,000","10,907,000"
20190207,TF,TRAFFIC,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",F,2020,0,0,"3,961,710",0
20190207,TF,TRAFFIC,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",S,2020,"13,941,284","7,150,000","12,529,000","20,500,000"
20190207,TF,TRAFFIC,TF 0002,"TRAFFIC INSTALLATIONS FOR BRIDGE, HIGHWAY & STREET PROJECTS, CITYWIDE",C,2020,"14,625,371","96,000","579,000","587,000"
20190207,TF,TRAFFIC,TF 0002,"TRAFFIC INSTALLATIONS FOR BRIDGE, HIGHWAY & STREET PROJECTS, CITYWIDE",F,2020,"51,010","106,000",0,0
20190207,TF,TRAFFIC,TF 0503,"STREET LIGHTING, CITYWIDE",C,2020,"3,465,399","12,746,000","673,000","15,000"
20190207,TF,TRAFFIC,TF 0503,"STREET LIGHTING, CITYWIDE",S,2020,0,"13,744,660","2,906,000","12,500,000"
20190207,TF,TRAFFIC,TF K005,"TRAFFIC IMPROVEMENTS, BROOKLYN",C,2020,"129,424",0,0,0
20190207,W,WATER SUPPLY,W  0005,ADDITIONAL WATER SUPPLY EMERGENCY AND PERMANENT,E,2020,0,0,0,"4,342,923"
20190207,W,WATER SUPPLY,W  0010,CITY TUNNEL NO. 3 STAGE 1,E,2020,0,0,"120,641,416","34,000,000"
20190207,W,WATER SUPPLY,W  0013,"CITY TUNNEL NUMBER 3, STAGE 2",E,2020,"232,382,505","10,483,000","315,000,000","33,700,000"
20190207,W,WATER SUPPLY,W  0014,KENSICO - CITY TUNNEL,E,2020,"3,688,000","99,000,000","7,000,000","31,069,000"
20190207,W,WATER SUPPLY,W  0015,RECONSTRUCTION OF CITY WATER TUNNEL NO. 1,E,2020,0,0,"964,999",0
20190207,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0001,"WATER MAIN EXTENSIONS, CITYWIDE",C,2020,"66,000",0,0,0
20190207,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0001,"WATER MAIN EXTENSIONS, CITYWIDE",E,2020,"231,577,573","150,138,000","152,305,000","168,548,000"
20190207,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,E,2020,0,"30,127,807","94,188,000","67,642,000"
20190207,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0011,THE CONSTRUCTION OF CROTON FILTRATION PLANT AND ANCILLARY WORK,E,2020,"25,217,275","4,000,000","4,125,000","26,386,000"
20190207,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,E,2020,"186,694,674","167,654,000","190,195,000","626,543,000"
20190207,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0105,"WATER SUPPLY IMPROVEMENTS, CITYWIDE",E,2020,"23,342,032","15,750,000","25,378,000","68,980,000"
20190207,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0944,PRIVATE FUNDING FOR CONSTRUCTION OR RECONSTRUCTION OF WATER MAINS,P,2020,"4,600,546",0,"23,000",0
20190207,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,C,2020,"299,622",0,0,0
20190207,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,E,2020,"328,201,055","707,990,000","596,300,000","805,425,000"
20190207,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,F,2020,"6,170,385",0,0,0
20190207,WP,WATER POLLUTION CONTROL,WP 0169,"COMBINED SEWER OVERFLOW ABATEMENT FACILITIES, CITYWIDE",E,2020,"310,520,996","468,081,000","325,584,000","284,116,000"
20190207,WP,WATER POLLUTION CONTROL,WP 0206,TWENTY SIXTH WARD WATER POLLUTION CONTROL PROJECT,E,2020,0,"2,852,182","4,600,000","2,600,000"
20190207,WP,WATER POLLUTION CONTROL,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",E,2020,0,"6,682,315","34,534,000","195,292,000"
20190207,WP,WATER POLLUTION CONTROL,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",F,2020,"8,338,000",0,0,0
20190207,WP,WATER POLLUTION CONTROL,WP 0282,"ENG., ARCH., ADMIN. AND OTHER COSTS, DEPT. OF WATER RESOURCES",E,2020,0,"15,881,149","107,015,000","129,086,000"
20190207,WP,WATER POLLUTION CONTROL,WP 0285,"BIONUTRIENT REMOVAL FACILITIES, CITYWIDE",C,2020,"150,000",0,0,0
20190207,WP,WATER POLLUTION CONTROL,WP 0285,"BIONUTRIENT REMOVAL FACILITIES, CITYWIDE",E,2020,0,"2,713,971","4,000,000","3,000,000"
20190425,AG,DEPARTMENT FOR THE AGING,AG 0001,"IMPROVEMENTS TO PROPERTY USED BY DEPARTMENT FOR THE AGING, CITYWIDE",C,2020,0,0,"5,647,507","436,000"
20190425,AG,DEPARTMENT FOR THE AGING,AG KN410,SENIOR ACTION IN A GAY ENVIRONMENT (SAGE),C,2020,"200,000",0,0,0
20190425,AG,DEPARTMENT FOR THE AGING,AG XN184,HEBREW HOME FOR THE AGED,C,2020,"400,000",0,0,0
20190425,BR,WATERWAY BRIDGES,BR 0231,"QUEENSBORO BRIDGE, REHABILITATION",C,2020,"1,873,077","51,702,000",0,0
20190425,BR,WATERWAY BRIDGES,BR 0253,RECONSTRUCTION OF WILLIAMSBURG BRIDGE,C,2020,0,0,"14,693,406","257,000,000"
20190425,BR,WATERWAY BRIDGES,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,C,2020,0,0,0,"3,383,844"
20190425,BR,WATERWAY BRIDGES,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,S,2020,"25,915,584",0,0,0
20190425,BR,WATERWAY BRIDGES,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,F,2020,"125,678,888",0,0,0
20190425,BR,WATERWAY BRIDGES,BR 0287,RECONSTRUCTION: MACOMBS DAM BRIDGE OVER HARLEM RIVER,C,2020,"2,234,044",0,0,0
20190425,C,CORRECTION,C  0075,"CORRECTION FACILITIES, CONSTRUCTION, RECONS & IMPROVEMENTS, CITYWIDE",C,2020,"12,236,058","104,593,000","120,005,000","50,639,000"
20190425,C,CORRECTION,C  0101,"SECURITY SYSTEMS, VARIOUS FACILITIES",C,2020,0,"1,799,995",0,0
20190425,C,CORRECTION,C  0110,"COMMUNICATION SYSTEMS IMPROVEMENTS, ETC., CORRECTION FACILITIES",C,2020,0,"1,426,625",0,0
20190425,C,CORRECTION,C  0112,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF CORRECTION,C,2020,"2,927,750","3,797,000","3,617,000","4,160,000"
20190425,C,CORRECTION,C  0114,"ACQUISITION, CONSTR., ETC. SUPPLEMENTARY HOUS. PROG. AND SUPPORT FACIL",C,2020,0,"138,373,469","823,263,000","2,226,316,000"
20190425,C,CORRECTION,C  0138,RIKERS ISLAND INFRASTRUCTURE,C,2020,0,"30,423,413","52,000",0
20190425,CO,COURTS,CO 0264,"ACQUISITION, ADDS, CONSTRUCT, RECONSTRUCT, COURT FACILITIES, CITYWIDE",C,2020,"240,629,498","220,744,000","183,171,000","115,990,000"
20190425,CO,COURTS,CO 0272,45 MONROE PL. - BROOKLYN APPELLATE DIVISION COURTHOUSE- 2ND DEPT.,C,2020,"370,000",0,0,0
20190425,CO,COURTS,CO 0277,"25-10 COURT HOUSE SQ. - LONG ISLAND CITY COURTHOUSE, QUEENS",C,2020,0,0,"1,952,667",0
20190425,CO,COURTS,CO 0278,360 ADAMS ST. - BROOKLYN  SUPREME COURT,C,2020,0,"11,489,328","5,118,000",0
20190425,CO,COURTS,CO 0290,NEW BRONX CRIMINAL COURT - PHASE 1,C,2020,0,0,0,"1,141,753"
20190425,CO,COURTS,CO 0293,851 GRAND CONCOURSE - BRONX SUPREME COURT BUILDING,C,2020,"6,170,311","38,021,000","2,965,000","2,745,000"
20190425,CO,COURTS,CO 0296,125-01 QUEENS BLVD. - QUEENS CRIMINAL COURTS BUILDING,C,2020,0,"3,809,569","1,708,000",0
20190425,CO,COURTS,CO 0299,89-17 SUTPHIN BLVD. - QUEENS COURT FACILITY,C,2020,0,0,0,"7,230,778"
20190425,CO,COURTS,CO 0301,130 STUYVESANT PL. - STATEN ISLAND JUDICIAL CENTER,C,2020,"31,980","3,465,000","5,328,000",0
20190425,CO,COURTS,CO 0302,18 RICHMOND TERR. - STATEN ISLAND COURT,C,2020,"357,426",0,0,0
20190425,CO,COURTS,CO 0304,60 CENTRE ST. - MANHATTAN SUPREME COURT BUILDING,C,2020,0,0,"9,590,362","1,900,000"
20190425,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0002,"IMPROVEMENTS OF STRUCTURES FOR FACILITIES, ACS, CITYWIDE",C,2020,0,0,0,"9,737,675"
20190425,F,FIRE,F  0109,"VEHICLE ACQUISITION, CITYWIDE",C,2020,"46,127,982","49,728,000","52,545,000","107,965,000"
20190425,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",F,2020,0,0,"1,350,079","784,000"
20190425,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",S,2020,0,0,"3,315,057","1,837,000"
20190425,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",C,2020,0,0,"5,113,811","4,267,000"
